"x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",2.027456321707
"10",0
"11",0
"12",1.38060323327878
"13",0
"14",3.94144245772623
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",21.7380732936492
"22",0
"23",0
"24",0
"25",5.87504212246277
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",5.86100402716547
"33",0
"34",0
"35",20.0287014537276
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",25.2065217146357
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0.0915575801968666
"59",11.3676822726517
"60",0
"61",0
"62",0
"63",7.71562025983774
"64",1.92981106964871
"65",0
"66",0
"67",9.61143561667151
"68",0
"69",0
"70",0
"71",3.53250743392855
"72",0
"73",0
"74",19.7410548399887
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",7.33017515203891
"84",0
"85",3.18050349925999
"86",0
"87",0
"88",2.9947020045016
"89",0
"90",10.2197372702981
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",5.80412321244367
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",8.98477045166262
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",6.6895245158016
"129",0
"130",5.94162325933576
"131",0
"132",0
"133",0
"134",5.37938396376558
"135",0
"136",0
"137",0
"138",4.74162663188763
"139",0
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",10.0599244637317
"159",0
"160",0
"161",36.6239522499476
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0
"173",0
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",0
"188",0
"189",0
"190",4.82674839189276
"191",0
"192",0
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",0.418714824831113
"200",0
"201",0
"202",4.79378151260316
"203",17.160715252514
"204",4.3162538461492
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
"212",0
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0
"220",0
"221",0
"222",0
"223",10.3486073157653
"224",0
"225",0
"226",0
"227",6.73578676794612
"228",0
"229",0
"230",0
"231",0
"232",0
"233",3.1180491363164
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",7.37223039305725
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0.34484567870386
"254",4.66726915421896
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0.303600825509057
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",4.56997056500986
"290",0
"291",1.05249552601017
"292",2.56743061016314
"293",0
"294",0
"295",25.0093733725777
"296",0
"297",9.36627634110817
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",2.87270853077062
"306",0.317689955398263
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",2.96323956508269
"318",0
"319",0
"320",2.65367196472362
"321",0
"322",0
"323",0
"324",0
"325",0.521019613230601
"326",0
"327",0
"328",0
"329",0
"330",10.8709192151106
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",2.63238343847916
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",6.256736077182
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",33.1156840783988
"363",0
"364",0
"365",0
